Step, Coverage [%], Step time [ns], Transition time [ns], Find ac time [ns]
9, 0.000724, 7726490, 16945, 721060, 2597895
19, 0.003044, 7416578, 23334, 718317, 2597895
29, 0.006820, 7597764, 34750, 729137, 2597895
39, 0.011204, 7665945, 50042, 721567, 2597895
49, 0.014928, 7795626, 58190, 723381, 2597895
59, 0.018392, 2662416150, 71170, 1232684, 2597895
69, 0.021964, 13749625, 82782, 1233250, 2597895
79, 0.025400, 38285103, 91388, 14790167, 2597895
89, 0.028816, 117721876, 96647, 1073836, 2597895
99, 0.032236, 11787487, 106906, 1070557, 2597895
109, 0.035596, 11904438, 116389, 1069118, 2597895
119, 0.039096, 11825452, 134933, 1034629, 2597895
129, 0.042416, 10654892, 127314, 922073, 2597895
139, 0.045708, 10016388, 133448, 860291, 2597895
149, 0.049152, 9499317, 138575, 799626, 2597895
159, 0.052472, 9125578, 147892, 766726, 2597895
169, 0.055812, 9202003, 155666, 763466, 2597895
179, 0.059112, 9272319, 164278, 763997, 2597895
189, 0.062464, 9365693, 170138, 766381, 2597895
199, 0.065884, 9441178, 182377, 772175, 2597895
209, 0.069216, 9559323, 190504, 765730, 2597895
219, 0.072512, 9609994, 198145, 768834, 2597895
229, 0.075772, 9742397, 206997, 773743, 2597895
239, 0.079116, 9796812, 210672, 769714, 2597895
249, 0.082440, 9913781, 219334, 770045, 2597895
259, 0.085712, 9945363, 232567, 769843, 2597895
269, 0.089048, 10069253, 236173, 768277, 2597895
279, 0.092292, 10123651, 244956, 769085, 2597895
289, 0.095540, 10210716, 252279, 769219, 2597895
299, 0.098748, 10280080, 259076, 771558, 2597895
309, 0.102024, 10394633, 267270, 773110, 2597895
319, 0.105300, 10453916, 276535, 777705, 2597895
329, 0.108528, 10569534, 283403, 779434, 2597895
339, 0.111840, 10643762, 292083, 777860, 2597895
349, 0.115084, 10732890, 297809, 775178, 2597895
359, 0.118284, 10786199, 307785, 787884, 2597895
369, 0.121544, 10888324, 312796, 783644, 2597895
379, 0.124772, 10942740, 319094, 783094, 2597895
389, 0.127996, 11020007, 327113, 773324, 2597895
399, 0.131236, 11131882, 335795, 784055, 2597895
409, 0.134500, 11178527, 343693, 775362, 2597895
419, 0.137760, 11261571, 348744, 776073, 2597895
429, 0.140924, 11333784, 358352, 786087, 2597895
439, 0.144108, 11419568, 367870, 776632, 2597895
449, 0.147288, 11488648, 371846, 788894, 2597895
459, 0.150532, 11584446, 378835, 776919, 2597895
469, 0.153776, 11635779, 388751, 775082, 2597895
479, 0.156920, 11735497, 396389, 779945, 2597895
489, 0.160052, 11824414, 404810, 781138, 2597895
499, 0.163256, 11874700, 410464, 780297, 2597895
509, 0.166496, 11966089, 417207, 779798, 2597895
519, 0.169704, 12044637, 427234, 796248, 2597895
529, 0.172920, 12099696, 432811, 780138, 2597895
539, 0.176156, 12209189, 441057, 787300, 2597895
549, 0.179464, 12255594, 449231, 777034, 2597895
559, 0.182652, 2677457734, 462723, 1252378, 2597895
569, 0.185960, 24436312, 469165, 1623273, 2597895
579, 0.189196, 158075582, 477257, 1089613, 2597895
589, 0.192320, 15768863, 482966, 1097464, 2597895
599, 0.195520, 15764417, 490327, 1089761, 2597895
609, 0.198684, 14900905, 495034, 923166, 2597895
619, 0.201868, 13755261, 501464, 851627, 2597895
629, 0.205056, 13172219, 508234, 777996, 2597895
639, 0.208288, 12978397, 514292, 782779, 2597895
649, 0.211424, 13069938, 523166, 782573, 2597895
659, 0.214584, 13167401, 529560, 782435, 2597895
669, 0.217752, 13203919, 538167, 786106, 2597895
679, 0.220848, 13312902, 542433, 788484, 2597895
689, 0.224108, 13407350, 551850, 783781, 2597895
699, 0.227280, 13466418, 560000, 787658, 2597895
709, 0.230368, 13556372, 565885, 788446, 2597895
719, 0.233552, 13643559, 576735, 789904, 2597895
729, 0.236680, 13712923, 581533, 790038, 2597895
739, 0.239804, 13814183, 589687, 788479, 2597895
749, 0.242948, 13897490, 598460, 796322, 2597895
759, 0.246184, 13966722, 605815, 813566, 2597895
769, 0.249296, 14019501, 612505, 793954, 2597895
