Step, Coverage [%], Step time [ns], Transition time [ns], Find ac time [ns]
9, 0.000000, 139243264, 2653560, 0, 0
19, 0.000000, 26546373, 2650935, 0, 0
29, 0.000000, 26527749, 2646695, 0, 0
39, 0.000000, 26515245, 2654759, 0, 0
49, 0.000000, 26521999, 2647006, 0, 0
59, 0.000000, 26478058, 2648048, 0, 0
69, 0.000000, 26186421, 2569799, 0, 0
79, 0.000000, 25802116, 2573063, 0, 0
89, 0.000000, 25738623, 2574748, 0, 0
99, 0.000000, 25715997, 2570164, 0, 0
109, 0.000000, 25683401, 2560685, 0, 0
119, 0.000000, 25668936, 2564127, 0, 0
129, 0.000000, 25621120, 2566956, 0, 0
139, 0.000000, 25605786, 2569232, 0, 0
149, 0.000000, 25585973, 2554194, 0, 0
159, 0.000000, 25571659, 2555582, 0, 0
169, 0.000000, 25538852, 2553675, 0, 0
179, 0.000000, 25493107, 2544191, 0, 0
189, 0.000000, 25497195, 2553107, 0, 0
199, 0.000000, 25475916, 2547860, 0, 0
209, 0.000000, 25429749, 2545858, 0, 0
219, 0.000000, 25421930, 2537074, 0, 0
229, 0.000000, 25412216, 2529571, 0, 0
239, 0.000000, 25373587, 2539271, 0, 0
249, 0.000000, 25375634, 2536540, 0, 0
259, 0.000000, 25345956, 2533210, 0, 0
269, 0.000000, 25313283, 2535240, 0, 0
279, 0.000000, 25293847, 2520953, 0, 0
289, 0.000000, 25258439, 2519985, 0, 0
299, 0.000000, 25277193, 2523545, 0, 0
309, 0.000000, 25243726, 2524047, 0, 0
319, 0.000000, 25205217, 2516342, 0, 0
329, 0.000000, 25190675, 2512390, 0, 0
339, 0.000000, 25167683, 2521276, 0, 0
349, 0.000000, 25135019, 2506637, 0, 0
359, 0.000000, 25138091, 2518843, 0, 0
369, 0.000000, 25089267, 2513346, 0, 0
379, 0.000000, 25085163, 2510105, 0, 0
389, 0.000000, 25067752, 2498896, 0, 0
399, 0.000000, 25072350, 2509264, 0, 0
409, 0.000000, 25029448, 2498123, 0, 0
419, 0.000000, 24989307, 2503484, 0, 0
429, 0.000000, 24969821, 2488319, 0, 0
439, 0.000000, 24992767, 2498708, 0, 0
449, 0.000000, 24938729, 2493584, 0, 0
459, 0.000000, 24913103, 2488557, 0, 0
469, 0.000000, 24876556, 2482917, 0, 0
479, 0.000000, 24889640, 2491521, 0, 0
489, 0.000000, 24858937, 2485557, 0, 0
499, 0.000000, 24821356, 2477549, 0, 0
509, 0.000000, 24798369, 2475710, 0, 0
519, 0.000000, 24800030, 2475202, 0, 0
529, 0.000000, 24768829, 2471929, 0, 0
539, 0.000000, 24757985, 2470959, 0, 0
549, 0.000000, 24699322, 2469404, 0, 0
559, 0.000000, 24712495, 2465574, 0, 0
569, 0.000000, 24670045, 2461479, 0, 0
579, 0.000000, 24645742, 2465732, 0, 0
589, 0.000000, 24650605, 2467281, 0, 0
599, 0.000000, 24615119, 2457911, 0, 0
609, 0.000000, 24600303, 2457398, 0, 0
619, 0.000000, 24572078, 2460204, 0, 0
629, 0.000000, 24525523, 2453753, 0, 0
639, 0.000000, 24524929, 2453971, 0, 0
649, 0.000000, 24495781, 2447141, 0, 0
659, 0.000000, 24498343, 2458105, 0, 0
669, 0.000000, 24465383, 2448896, 0, 0
679, 0.000000, 24418992, 2435993, 0, 0
689, 0.000000, 24415615, 2440553, 0, 0
699, 0.000000, 24411282, 2437350, 0, 0
709, 0.000000, 24387754, 2439182, 0, 0
719, 0.000000, 24369199, 2433296, 0, 0
729, 0.000000, 24326001, 2430787, 0, 0
739, 0.000000, 24320887, 2430625, 0, 0
749, 0.000000, 24294225, 2425706, 0, 0
759, 0.000000, 24273642, 2425670, 0, 0
769, 0.000000, 24270205, 2427133, 0, 0
779, 0.000000, 24235752, 2415979, 0, 0
789, 0.000000, 24220913, 2421191, 0, 0
799, 0.000000, 24165443, 2417750, 0, 0
809, 0.000000, 24163878, 2416591, 0, 0
819, 0.000000, 24131093, 2412413, 0, 0
829, 0.000000, 24138449, 2410472, 0, 0
839, 0.000000, 24099391, 2404245, 0, 0
849, 0.000000, 24078273, 2402878, 0, 0
859, 0.000000, 24061547, 2406317, 0, 0
869, 0.000000, 24058123, 2404349, 0, 0
879, 0.000000, 24019468, 2404130, 0, 0
889, 0.000000, 24002425, 2396419, 0, 0
899, 0.000000, 23969974, 2396687, 0, 0
909, 0.000000, 23979494, 2393803, 0, 0
919, 0.000000, 23948526, 2391699, 0, 0
929, 0.000000, 23918676, 2387632, 0, 0
939, 0.000000, 23887678, 2390246, 0, 0
949, 0.000000, 23896195, 2391771, 0, 0
959, 0.000000, 23875378, 2387709, 0, 0
969, 0.000000, 23846522, 2380244, 0, 0
979, 0.000000, 23838545, 2383446, 0, 0
989, 0.000000, 23803592, 2376318, 0, 0
999, 0.000000, 23771926, 2373468, 0, 0
1009, 0.000000, 23763475, 2369973, 0, 0
1019, 0.000000, 23744360, 2369889, 0, 0
1029, 0.000000, 23729185, 2372637, 0, 0
1039, 0.000000, 23700292, 2365178, 0, 0
1049, 0.000000, 23695309, 2368115, 0, 0
1059, 0.000000, 23675457, 2369736, 0, 0
1069, 0.000000, 23647049, 2362532, 0, 0
1079, 0.000000, 23629432, 2364128, 0, 0
1089, 0.000000, 23598002, 2356118, 0, 0
1099, 0.000000, 23600043, 2359955, 0, 0
1109, 0.000000, 23563238, 2354567, 0, 0
1119, 0.000000, 23530706, 2351489, 0, 0
1129, 0.000000, 23517797, 2351071, 0, 0
1139, 0.000000, 23500348, 2348915, 0, 0
1149, 0.000000, 23483405, 2346234, 0, 0
1159, 0.000000, 23464170, 2341643, 0, 0
1169, 0.000000, 23438913, 2339956, 0, 0
1179, 0.000000, 23417690, 2343349, 0, 0
1189, 0.000000, 23398879, 2338584, 0, 0
1199, 0.000000, 23389649, 2337997, 0, 0
1209, 0.000000, 23361244, 2330370, 0, 0
1219, 0.000000, 23357401, 2331024, 0, 0
1229, 0.000000, 23311612, 2325714, 0, 0
1239, 0.000000, 23316857, 2331795, 0, 0
1249, 0.000000, 23282492, 2328472, 0, 0
1259, 0.000000, 23275365, 2324370, 0, 0
1269, 0.000000, 23246414, 2323277, 0, 0
1279, 0.000000, 23239682, 2319279, 0, 0
1289, 0.000000, 23203744, 2319150, 0, 0
1299, 0.000000, 23183174, 2317144, 0, 0
1309, 0.000000, 23164113, 2314607, 0, 0
1319, 0.000000, 23165985, 2316917, 0, 0
1329, 0.000000, 23131639, 2311201, 0, 0
1339, 0.000000, 23108899, 2305717, 0, 0
1349, 0.000000, 23083950, 2305120, 0, 0
1359, 0.000000, 23053602, 2303822, 0, 0
1369, 0.000000, 23046943, 2302848, 0, 0
1379, 0.000000, 23038119, 2299438, 0, 0
1389, 0.000000, 23009159, 2299615, 0, 0
1399, 0.000000, 22977631, 2295433, 0, 0
1409, 0.000000, 22947799, 2293520, 0, 0
1419, 0.000000, 22938123, 2292057, 0, 0
1429, 0.000000, 22925229, 2283922, 0, 0
1439, 0.000000, 22908107, 2287117, 0, 0
1449, 0.000000, 22883449, 2284662, 0, 0
1459, 0.000000, 22849646, 2280409, 0, 0
1469, 0.000000, 22848292, 2287811, 0, 0
1479, 0.000000, 22808939, 2279840, 0, 0
1489, 0.000000, 22793105, 2276386, 0, 0
1499, 0.000000, 22785812, 2272761, 0, 0
1509, 0.000000, 22761256, 2276637, 0, 0
1519, 0.000000, 22730704, 2269945, 0, 0
1529, 0.000000, 22728737, 2272677, 0, 0
1539, 0.000000, 22723901, 2278384, 0, 0
1549, 0.000000, 22791307, 2277956, 0, 0
1559, 0.000000, 22771558, 2276552, 0, 0
1569, 0.000000, 22706545, 2268832, 0, 0
1579, 0.000000, 22682828, 2270071, 0, 0
1589, 0.000000, 22659242, 2266173, 0, 0
1599, 0.000000, 22638238, 2264020, 0, 0
1609, 0.000000, 22598582, 2252629, 0, 0
1619, 0.000000, 22586496, 2258145, 0, 0
1629, 0.000000, 22698678, 2255287, 0, 0
1639, 0.000000, 22536162, 2250831, 0, 0
1649, 0.000000, 22521721, 2252177, 0, 0
1659, 0.000000, 22496051, 2249576, 0, 0
1669, 0.000000, 22471400, 2239676, 0, 0
1679, 0.000000, 22453917, 2243521, 0, 0
1689, 0.000000, 22430791, 2241358, 0, 0
1699, 0.000000, 22427536, 2239366, 0, 0
1709, 0.000000, 22404522, 2239368, 0, 0
1719, 0.000000, 22383498, 2234434, 0, 0
1729, 0.000000, 22363486, 2234308, 0, 0
1739, 0.000000, 22336113, 2229880, 0, 0
1749, 0.000000, 22322421, 2231272, 0, 0
1759, 0.000000, 22302378, 2226251, 0, 0
1769, 0.000000, 22281074, 2226496, 0, 0
1779, 0.000000, 22268172, 2224250, 0, 0
1789, 0.000000, 22234446, 2218488, 0, 0
1799, 0.000000, 22217245, 2219413, 0, 0
1809, 0.000000, 22208904, 2218907, 0, 0
1819, 0.000000, 22175721, 2212987, 0, 0
1829, 0.000000, 22159472, 2215312, 0, 0
1839, 0.000000, 22142717, 2211640, 0, 0
1849, 0.000000, 22127886, 2208377, 0, 0
1859, 0.000000, 22099084, 2206021, 0, 0
1869, 0.000000, 22083570, 2203403, 0, 0
1879, 0.000000, 22059724, 2206871, 0, 0
1889, 0.000000, 22046710, 2204966, 0, 0
1899, 0.000000, 22027259, 2200426, 0, 0
1909, 0.000000, 22011453, 2198460, 0, 0
1919, 0.000000, 21991447, 2196823, 0, 0
1929, 0.000000, 21957551, 2194978, 0, 0
1939, 0.000000, 21937749, 2190894, 0, 0
1949, 0.000000, 21919038, 2190066, 0, 0
1959, 0.000000, 21892452, 2185999, 0, 0
1969, 0.000000, 21897378, 2188111, 0, 0
1979, 0.000000, 21865824, 2184212, 0, 0
1989, 0.000000, 21854856, 2183921, 0, 0
1999, 0.000000, 21822385, 2178026, 0, 0
2009, 0.000000, 21802885, 2176081, 0, 0
2019, 0.000000, 21783239, 2176282, 0, 0
2029, 0.000000, 21758878, 2174609, 0, 0
2039, 0.000000, 21756122, 2175441, 0, 0
2049, 0.000000, 21728813, 2171459, 0, 0
2059, 0.000000, 21713951, 2170084, 0, 0
2069, 0.000000, 21702996, 2169402, 0, 0
2079, 0.000000, 21673646, 2161776, 0, 0
2089, 0.000000, 21640739, 2162777, 0, 0
2099, 0.000000, 21634658, 2161125, 0, 0
2109, 0.000000, 21605909, 2157843, 0, 0
2119, 0.000000, 21595315, 2155831, 0, 0
2129, 0.000000, 21569467, 2154743, 0, 0
2139, 0.000000, 21557429, 2152450, 0, 0
