Step, Coverage [%], Step time [ns]
9, 0.000724, 34
19, 0.003044, 22
29, 0.006820, 19
39, 0.011204, 17
49, 0.014928, 15
59, 0.018392, 15
69, 0.021964, 14
79, 0.025400, 14
89, 0.028816, 15
99, 0.032236, 16
109, 0.035596, 15
119, 0.039096, 16
129, 0.042416, 19
139, 0.045708, 14
149, 0.049152, 15
159, 0.052472, 13
169, 0.055812, 15
179, 0.059112, 13
189, 0.062464, 14
199, 0.065884, 15
209, 0.069216, 15
219, 0.072512, 16
229, 0.075772, 15
239, 0.079116, 22
249, 0.082440, 15
259, 0.085712, 15
269, 0.089048, 16
279, 0.092292, 15
289, 0.095540, 16
299, 0.098748, 15
309, 0.102024, 16
319, 0.105300, 15
329, 0.108528, 15
339, 0.111840, 22
349, 0.115084, 15
359, 0.118284, 15
369, 0.121544, 2480
379, 0.124772, 31
389, 0.127996, 112
399, 0.131236, 28
409, 0.134500, 29
419, 0.137760, 26
429, 0.140924, 23
439, 0.144108, 25
449, 0.147288, 25
459, 0.150532, 25
469, 0.153776, 29
479, 0.156920, 24
489, 0.160052, 24
499, 0.163256, 23
509, 0.166496, 23
519, 0.169704, 21
529, 0.172920, 20
539, 0.176156, 36
549, 0.179464, 23
559, 0.182652, 23
569, 0.185960, 22
579, 0.189196, 21
589, 0.192320, 21
599, 0.195520, 21
609, 0.198684, 26
619, 0.201868, 21
629, 0.205056, 22
639, 0.208288, 20
649, 0.211424, 21
659, 0.214584, 21
669, 0.217752, 23
679, 0.220848, 21
689, 0.224108, 21
699, 0.227280, 22
709, 0.230368, 22
719, 0.233552, 23
729, 0.236680, 22
739, 0.239804, 22
749, 0.242948, 22
759, 0.246184, 23
769, 0.249296, 22
779, 0.252372, 56
789, 0.255620, 44
799, 0.258804, 23
809, 0.261992, 22
819, 0.265168, 22
829, 0.268368, 22
839, 0.271624, 22
849, 0.274752, 22
859, 0.277892, 22
869, 0.281128, 22
879, 0.284236, 23
889, 0.287468, 23
899, 0.290640, 23
909, 0.293820, 23
919, 0.296956, 24
929, 0.300068, 23
939, 0.303204, 23
949, 0.306292, 24
959, 0.309472, 23
969, 0.312600, 23
979, 0.315732, 24
989, 0.318812, 24
999, 0.321860, 24
1009, 0.325008, 24
1019, 0.328200, 24
1029, 0.331296, 24
1039, 0.334400, 25
1049, 0.337612, 25
1059, 0.340776, 25
1069, 0.343940, 25
1079, 0.346996, 25
1089, 0.350192, 25
1099, 0.353340, 26
1109, 0.356472, 26
1119, 0.359560, 26
1129, 0.362688, 26
1139, 0.365776, 27
1149, 0.368892, 26
1159, 0.371980, 26
1169, 0.375084, 2694
1179, 0.378260, 178
1189, 0.381304, 31
1199, 0.384472, 29
1209, 0.387544, 28
1219, 0.390624, 27
1229, 0.393748, 27
1239, 0.396844, 27
1249, 0.399952, 27
1259, 0.403108, 28
1269, 0.406176, 28
1279, 0.409284, 27
1289, 0.412420, 28
1299, 0.415576, 29
1309, 0.418696, 28
1319, 0.421872, 28
1329, 0.425000, 28
1339, 0.428088, 30
1349, 0.431300, 31
1359, 0.434400, 34
1369, 0.437484, 31
1379, 0.440604, 29
1389, 0.443704, 32
1399, 0.446816, 32
1409, 0.449908, 33
1419, 0.452996, 32
1429, 0.456132, 30
1439, 0.459284, 34
1449, 0.462432, 33
1459, 0.465572, 32
1469, 0.468712, 31
1479, 0.471884, 31
1489, 0.474880, 34
1499, 0.478040, 33
1509, 0.481124, 32
1519, 0.484248, 33
1529, 0.487336, 33
1539, 0.490420, 36
1549, 0.493476, 32
1559, 0.496524, 34
1569, 0.499644, 36
1579, 0.502692, 36
1589, 0.505736, 32
1599, 0.508816, 37
1609, 0.511932, 36
1619, 0.515020, 33
1629, 0.518104, 36
1639, 0.521244, 36
1649, 0.524284, 37
1659, 0.527404, 39
1669, 0.530444, 37
1679, 0.533516, 36
1689, 0.536616, 39
1699, 0.539700, 40
1709, 0.542796, 37
1719, 0.545852, 39
1729, 0.549004, 40
1739, 0.552092, 34
1749, 0.555164, 2456
1759, 0.558312, 224
1769, 0.561348, 40
1779, 0.564336, 37
1789, 0.567452, 36
1799, 0.570540, 36
1809, 0.573640, 40
1819, 0.576724, 40
1829, 0.579840, 38
1839, 0.582908, 37
1849, 0.586016, 39
1859, 0.589068, 39
1869, 0.592140, 40
1879, 0.595280, 37
1889, 0.598312, 41
1899, 0.601348, 40
1909, 0.604404, 39
1919, 0.607484, 40
1929, 0.610508, 40
1939, 0.613612, 37
1949, 0.616612, 38
1959, 0.619720, 38
1969, 0.622800, 38
1979, 0.625820, 38
1989, 0.628868, 38
1999, 0.631936, 40
2009, 0.634976, 38
2019, 0.637932, 40
2029, 0.641040, 40
2039, 0.644124, 43
2049, 0.647172, 40
2059, 0.650124, 39
2069, 0.653272, 43
2079, 0.656308, 40
2089, 0.659316, 40
2099, 0.662236, 40
2109, 0.665424, 40
2119, 0.668588, 40
2129, 0.671628, 40
2139, 0.674732, 41
2149, 0.677836, 45
2159, 0.680932, 44
2169, 0.683960, 44
2179, 0.687012, 44
2189, 0.690004, 47
2199, 0.693168, 43
2209, 0.696080, 44
2219, 0.699196, 47
2229, 0.702240, 2527
2239, 0.705264, 174
2249, 0.708296, 44
2259, 0.711424, 44
2269, 0.714476, 48
2279, 0.717504, 49
2289, 0.720556, 46
2299, 0.723576, 48
2309, 0.726552, 47
2319, 0.729640, 44
2329, 0.732712, 44
2339, 0.735812, 45
2349, 0.738804, 50
2359, 0.741884, 49
2369, 0.744908, 47
2379, 0.747908, 45
2389, 0.750888, 48
2399, 0.754052, 50
2409, 0.757060, 49
2419, 0.760208, 45
2429, 0.763240, 46
2439, 0.766304, 48
2449, 0.769228, 50
2459, 0.772372, 49
2469, 0.775380, 50
2479, 0.778480, 49
2489, 0.781548, 47
2499, 0.784640, 48
2509, 0.787660, 50
2519, 0.790676, 46
2529, 0.793744, 48
2539, 0.796688, 50
2549, 0.799744, 49
2559, 0.802724, 48
2569, 0.805588, 47
2579, 0.808256, 49
2589, 0.810892, 49
2599, 0.813260, 47
2609, 0.815528, 48
2619, 0.817672, 49
2629, 0.819850, 2537
2639, 0.821978, 231
2649, 0.824042, 49
2659, 0.826026, 53
2669, 0.828010, 50
2679, 0.830026, 49
2689, 0.832050, 50
2699, 0.833916, 49
2709, 0.835927, 49
2719, 0.837885, 50
2729, 0.839770, 49
2739, 0.841677, 49
2749, 0.843521, 49
2759, 0.845411, 51
2769, 0.847235, 50
2779, 0.849096, 49
2789, 0.850937, 49
2799, 0.852809, 51
2809, 0.854684, 49
2819, 0.856520, 49
2829, 0.858246, 49
2839, 0.859918, 52
2849, 0.861553, 50
2859, 0.863209, 50
2869, 0.864769, 49
2879, 0.866391, 49
2889, 0.868011, 50
2899, 0.869520, 49
2909, 0.871104, 49
2919, 0.872712, 50
2929, 0.874244, 50
2939, 0.875863, 50
2949, 0.877497, 50
2959, 0.879122, 50
2969, 0.880880, 50
2979, 0.882541, 50
2989, 0.884101, 50
2999, 0.885702, 53
3009, 0.887208, 2658
3019, 0.888679, 196
3029, 0.890082, 53
3039, 0.891463, 51
3049, 0.892900, 52
3059, 0.894322, 54
3069, 0.895720, 51
3079, 0.897114, 51
3089, 0.898457, 52
3099, 0.899859, 57
3109, 0.901327, 52
3119, 0.902725, 52
3129, 0.904241, 52
3139, 0.905816, 54
3149, 0.907338, 54
3159, 0.908889, 51
3169, 0.910378, 54
3179, 0.911895, 54
3189, 0.913392, 54
3199, 0.915025, 54
3209, 0.916681, 55
3219, 0.918289, 55
3229, 0.920017, 55
3239, 0.921779, 52
3249, 0.923541, 53
3259, 0.925388, 55
3269, 0.927267, 55
3279, 0.929204, 55
3289, 0.931051, 54
3299, 0.932934, 55
3309, 0.934782, 55
3319, 0.936657, 55
3329, 0.938534, 58
3339, 0.940414, 52
3349, 0.942290, 52
3359, 0.944128, 55
3369, 0.946058, 2535
3379, 0.947890, 222
3389, 0.949786, 54
3399, 0.951510, 53
3409, 0.953232, 59
3419, 0.955035, 56
3429, 0.956668, 53
3439, 0.958447, 56
3449, 0.959930, 59
3459, 0.961568, 56
