Step, Coverage [%], Step time [ns]
9, 0.000724, 45
19, 0.003044, 32
29, 0.006820, 22
39, 0.011204, 22
49, 0.014928, 25
59, 0.018392, 21
69, 0.021964, 17
79, 0.025400, 18
89, 0.028816, 19
99, 0.032236, 17
109, 0.035596, 18
119, 0.039096, 18
129, 0.042416, 34
139, 0.045708, 16
149, 0.049152, 20
159, 0.052472, 18
169, 0.055812, 18
179, 0.059112, 17
189, 0.062464, 16
199, 0.065884, 20
209, 0.069216, 18
219, 0.072512, 24
229, 0.075772, 19
239, 0.079116, 17
249, 0.082440, 19
259, 0.085712, 20
269, 0.089048, 2438
279, 0.092292, 103
289, 0.095540, 22
299, 0.098748, 20
309, 0.102024, 19
319, 0.105300, 20
329, 0.108528, 20
339, 0.111840, 20
349, 0.115084, 20
359, 0.118284, 20
369, 0.121544, 22
379, 0.124772, 20
389, 0.127996, 21
399, 0.131236, 24
409, 0.134500, 20
419, 0.137760, 21
429, 0.140924, 22
439, 0.144108, 22
449, 0.147288, 22
459, 0.150532, 22
469, 0.153776, 23
479, 0.156920, 23
489, 0.160052, 22
499, 0.163256, 22
509, 0.166496, 23
519, 0.169704, 24
529, 0.172920, 24
539, 0.176156, 24
549, 0.179464, 24
559, 0.182652, 25
569, 0.185960, 25
579, 0.189196, 25
589, 0.192320, 27
599, 0.195520, 27
609, 0.198684, 31
619, 0.201868, 29
629, 0.205056, 27
639, 0.208288, 29
649, 0.211424, 28
659, 0.214584, 30
669, 0.217752, 29
679, 0.220848, 31
689, 0.224108, 28
699, 0.227280, 31
709, 0.230368, 29
719, 0.233552, 31
729, 0.236680, 29
739, 0.239804, 33
749, 0.242948, 35
759, 0.246184, 31
769, 0.249296, 34
779, 0.252372, 34
789, 0.255620, 31
799, 0.258804, 38
809, 0.261992, 33
819, 0.265168, 34
829, 0.268368, 33
839, 0.271624, 35
849, 0.274752, 33
859, 0.277892, 85
869, 0.281128, 2554
879, 0.284236, 353
889, 0.287468, 51
899, 0.290640, 47
909, 0.293820, 39
919, 0.296956, 39
929, 0.300068, 41
939, 0.303204, 40
949, 0.306292, 40
959, 0.309472, 40
969, 0.312600, 39
979, 0.315732, 38
989, 0.318812, 37
999, 0.321860, 34
1009, 0.325008, 36
1019, 0.328200, 46
1029, 0.331296, 40
1039, 0.334400, 37
1049, 0.337612, 39
1059, 0.340776, 40
1069, 0.343940, 38
1079, 0.346996, 35
