Step, Coverage [%], Step time [ns]
9, 0.000724, 17
19, 0.003044, 17
29, 0.006820, 17
39, 0.011204, 28
49, 0.014928, 18
59, 0.018392, 18
69, 0.021964, 19
79, 0.025400, 19
89, 0.028816, 20
99, 0.032236, 20
109, 0.035596, 21
119, 0.039096, 21
129, 0.042416, 21
139, 0.045708, 22
149, 0.049152, 22
159, 0.052472, 23
169, 0.055812, 23
179, 0.059112, 23
189, 0.062464, 24
199, 0.065884, 24
209, 0.069216, 25
219, 0.072512, 25
229, 0.075772, 25
239, 0.079116, 26
249, 0.082440, 26
259, 0.085712, 27
269, 0.089048, 27
279, 0.092292, 27
289, 0.095540, 28
299, 0.098748, 28
309, 0.102024, 29
319, 0.105300, 29
329, 0.108528, 30
339, 0.111840, 30
349, 0.115084, 30
359, 0.118284, 31
369, 0.121544, 31
379, 0.124772, 31
389, 0.127996, 32
399, 0.131236, 32
409, 0.134500, 32
419, 0.137760, 33
429, 0.140924, 33
439, 0.144108, 34
449, 0.147288, 34
459, 0.150532, 34
469, 0.153776, 36
479, 0.156920, 35
489, 0.160052, 36
499, 0.163256, 2535
509, 0.166496, 201
519, 0.169704, 53
529, 0.172920, 46
539, 0.176156, 46
549, 0.179464, 56
559, 0.182652, 49
569, 0.185960, 46
579, 0.189196, 44
589, 0.192320, 54
599, 0.195520, 47
609, 0.198684, 51
619, 0.201868, 47
629, 0.205056, 42
639, 0.208288, 43
649, 0.211424, 43
659, 0.214584, 45
669, 0.217752, 48
679, 0.220848, 48
689, 0.224108, 47
699, 0.227280, 51
709, 0.230368, 44
719, 0.233552, 49
729, 0.236680, 51
739, 0.239804, 48
749, 0.242948, 51
759, 0.246184, 49
769, 0.249296, 47
779, 0.252372, 48
789, 0.255620, 50
799, 0.258804, 49
809, 0.261992, 48
819, 0.265168, 49
829, 0.268368, 49
839, 0.271624, 49
849, 0.274752, 54
859, 0.277892, 50
869, 0.281128, 54
879, 0.284236, 55
889, 0.287468, 51
899, 0.290640, 2652
909, 0.293820, 57
919, 0.296956, 54
929, 0.300068, 60
939, 0.303204, 57
949, 0.306292, 60
959, 0.309472, 58
969, 0.312600, 62
979, 0.315732, 58
989, 0.318812, 62
999, 0.321860, 67
1009, 0.325008, 61
1019, 0.328200, 64
1029, 0.331296, 61
1039, 0.334400, 65
1049, 0.337612, 60
1059, 0.340776, 68
1069, 0.343940, 61
1079, 0.346996, 59
1089, 0.350192, 65
1099, 0.353340, 66
1109, 0.356472, 67
1119, 0.359560, 66
1129, 0.362688, 65
1139, 0.365776, 68
1149, 0.368892, 66
1159, 0.371980, 66
1169, 0.375084, 66
1179, 0.378260, 67
1189, 0.381304, 66
1199, 0.384472, 2547
1209, 0.387544, 232
1219, 0.390624, 67
1229, 0.393748, 66
1239, 0.396844, 67
1249, 0.399952, 66
1259, 0.403108, 67
1269, 0.406176, 67
1279, 0.409284, 71
1289, 0.412420, 68
1299, 0.415576, 71
1309, 0.418696, 68
1319, 0.421872, 68
1329, 0.425000, 71
1339, 0.428088, 69
1349, 0.431300, 71
1359, 0.434400, 72
1369, 0.437484, 70
1379, 0.440604, 73
1389, 0.443704, 76
1399, 0.446816, 71
1409, 0.449908, 76
1419, 0.452996, 75
1429, 0.456132, 80
1439, 0.459284, 84
1449, 0.462432, 75
1459, 0.465572, 79
1469, 0.468712, 2525
1479, 0.471884, 233
1489, 0.474880, 87
1499, 0.478040, 84
1509, 0.481124, 84
1519, 0.484248, 90
1529, 0.487336, 81
1539, 0.490420, 86
1549, 0.493476, 86
1559, 0.496524, 84
1569, 0.499644, 84
1579, 0.502692, 85
1589, 0.505736, 81
1599, 0.508816, 87
1609, 0.511932, 84
1619, 0.515020, 90
1629, 0.518104, 92
1639, 0.521244, 98
1649, 0.524284, 100
1659, 0.527404, 95
1669, 0.530444, 92
1679, 0.533516, 91
1689, 0.536616, 90
1699, 0.539700, 2752
1709, 0.542796, 87
1719, 0.545852, 86
1729, 0.549004, 96
1739, 0.552092, 92
1749, 0.555164, 94
1759, 0.558312, 96
1769, 0.561348, 99
1779, 0.564336, 100
1789, 0.567452, 101
1799, 0.570540, 110
1809, 0.573640, 91
1819, 0.576724, 101
1829, 0.579840, 99
1839, 0.582908, 100
1849, 0.586016, 100
1859, 0.589068, 99
1869, 0.592140, 99
1879, 0.595280, 102
1889, 0.598312, 2563
1899, 0.601348, 258
1909, 0.604404, 100
1919, 0.607484, 99
1929, 0.610508, 100
1939, 0.613612, 98
1949, 0.616612, 103
1959, 0.619720, 99
1969, 0.622800, 101
1979, 0.625820, 99
1989, 0.628868, 100
1999, 0.631936, 103
2009, 0.634976, 101
2019, 0.637932, 99
2029, 0.641040, 97
2039, 0.644124, 99
2049, 0.647172, 101
2059, 0.650124, 102
2069, 0.653272, 101
2079, 0.656308, 109
2089, 0.659316, 2726
2099, 0.662236, 101
2109, 0.665424, 100
2119, 0.668588, 100
2129, 0.671628, 100
2139, 0.674732, 101
2149, 0.677836, 101
2159, 0.680932, 105
2169, 0.683960, 101
2179, 0.687012, 103
2189, 0.690004, 109
2199, 0.693168, 112
2209, 0.696080, 108
2219, 0.699196, 103
2229, 0.702240, 106
2239, 0.705264, 120
2249, 0.708296, 106
2259, 0.711424, 112
2269, 0.714476, 2752
2279, 0.717504, 255
2289, 0.720556, 124
2299, 0.723576, 120
2309, 0.726552, 129
2319, 0.729640, 118
2329, 0.732712, 119
2339, 0.735812, 120
2349, 0.738804, 121
2359, 0.741884, 121
2369, 0.744908, 126
2379, 0.747908, 117
2389, 0.750888, 126
2399, 0.754052, 123
2409, 0.757060, 137
2419, 0.760208, 119
2429, 0.763240, 2578
2439, 0.766304, 261
2449, 0.769228, 128
2459, 0.772372, 122
2469, 0.775380, 120
2479, 0.778480, 120
2489, 1.000000, 101
2499, 0.784640, 127
2509, 0.787660, 119
2519, 0.790676, 120
2529, 0.793744, 129
2539, 0.796688, 126
2549, 0.799744, 134
2559, 0.802724, 134
2569, 0.805588, 123
2579, 1.000000, 100
2589, 0.810892, 3064
2599, 0.813260, 253
2609, 0.815528, 138
2619, 0.817672, 132
2629, 0.819851, 126
2639, 0.821978, 128
2649, 1.000000, 103
2659, 0.826026, 129
2669, 0.828011, 129
2679, 0.830027, 132
2689, 0.832051, 134
2699, 0.833917, 132
2709, 0.835929, 125
2719, 1.000000, 106
2729, 0.839772, 131
2739, 0.841680, 134
2749, 0.843521, 3068
2759, 0.845408, 132
2769, 0.847231, 135
2779, 0.849091, 129
