Step, Coverage [%], Step time [ns]
9, 0.000724, 10
19, 0.003044, 10
29, 0.006820, 10
39, 0.011204, 10
49, 0.014928, 10
59, 0.018392, 11
69, 0.021964, 11
79, 0.025400, 17
89, 0.028816, 11
99, 0.032236, 11
109, 0.035596, 11
119, 0.039096, 11
129, 0.042416, 12
139, 0.045708, 13
149, 0.049152, 12
159, 0.052472, 12
169, 0.055812, 12
179, 0.059112, 12
189, 0.062464, 13
199, 0.065884, 13
209, 0.069216, 18
219, 0.072512, 13
229, 0.075772, 13
239, 0.079116, 13
249, 0.082440, 13
259, 0.085712, 14
269, 0.089048, 14
279, 0.092292, 14
289, 0.095540, 14
299, 0.098748, 14
309, 0.102024, 2481
319, 0.105300, 31
329, 0.108528, 96
339, 0.111840, 20
349, 0.115084, 20
359, 0.118284, 19
369, 0.121544, 19
379, 0.124772, 18
389, 0.127996, 17
399, 0.131236, 17
409, 0.134500, 16
419, 0.137760, 16
429, 0.140924, 16
439, 0.144108, 16
449, 0.147288, 16
459, 0.150532, 16
469, 0.153776, 16
479, 0.156920, 17
489, 0.160052, 17
499, 0.163256, 17
509, 0.166496, 17
519, 0.169704, 17
529, 0.172920, 17
539, 0.176156, 18
549, 0.179464, 18
559, 0.182652, 18
569, 0.185960, 18
579, 0.189196, 19
589, 0.192320, 18
599, 0.195520, 18
609, 0.198684, 19
619, 0.201868, 19
629, 0.205056, 19
639, 0.208288, 19
649, 0.211424, 19
659, 0.214584, 19
669, 0.217752, 19
679, 0.220848, 20
689, 0.224108, 20
699, 0.227280, 20
709, 0.230368, 20
719, 0.233552, 20
729, 0.236680, 20
739, 0.239804, 20
749, 0.242948, 21
759, 0.246184, 21
769, 0.249296, 21
779, 0.252372, 21
789, 0.255620, 22
799, 0.258804, 22
809, 0.261992, 22
819, 0.265168, 22
829, 0.268368, 22
839, 0.271624, 22
849, 0.274752, 22
859, 0.277892, 22
869, 0.281128, 23
879, 0.284236, 22
889, 0.287468, 23
899, 0.290640, 23
909, 0.293820, 23
919, 0.296956, 24
929, 0.300068, 23
939, 0.303204, 23
949, 0.306292, 24
959, 0.309472, 24
969, 0.312600, 24
979, 0.315732, 25
989, 0.318812, 25
999, 0.321860, 25
1009, 0.325008, 24
1019, 0.328200, 24
1029, 0.331296, 24
1039, 0.334400, 25
1049, 0.337612, 25
1059, 0.340776, 25
1069, 0.343940, 26
1079, 0.346996, 25
1089, 0.350192, 26
1099, 0.353340, 26
1109, 0.356472, 26
1119, 0.359560, 26
1129, 0.362688, 26
1139, 0.365776, 27
1149, 0.368892, 27
1159, 0.371980, 27
1169, 0.375084, 27
1179, 0.378260, 27
1189, 0.381304, 29
1199, 0.384472, 27
1209, 0.387544, 2440
1219, 0.390624, 119
1229, 0.393748, 34
1239, 0.396844, 33
1249, 0.399952, 32
1259, 0.403108, 30
1269, 0.406176, 29
1279, 0.409284, 29
1289, 0.412420, 30
1299, 0.415576, 30
1309, 0.418696, 30
1319, 0.421872, 30
1329, 0.425000, 30
1339, 0.428088, 30
1349, 0.431300, 30
1359, 0.434400, 72
1369, 0.437484, 2450
1379, 0.440604, 348
1389, 0.443704, 57
1399, 0.446816, 56
1409, 0.449908, 40
1419, 0.452996, 41
1429, 0.456132, 43
1439, 0.459284, 38
1449, 0.462432, 40
1459, 0.465572, 40
1469, 0.468712, 43
1479, 0.471884, 38
1489, 0.474880, 39
1499, 0.478040, 37
1509, 0.481124, 33
1519, 0.484248, 41
1529, 0.487336, 33
1539, 0.490420, 33
1549, 0.493476, 33
1559, 0.496524, 33
1569, 0.499644, 34
1579, 0.502692, 34
1589, 0.505736, 34
1599, 0.508816, 34
1609, 0.511932, 34
1619, 0.515020, 33
1629, 0.518104, 35
1639, 0.521244, 39
1649, 0.524284, 40
1659, 0.527404, 34
1669, 0.530444, 36
1679, 0.533516, 39
1689, 0.536616, 40
1699, 0.539700, 34
1709, 0.542796, 34
1719, 0.545852, 40
1729, 0.549004, 40
1739, 0.552092, 37
1749, 0.555164, 40
1759, 0.558312, 35
1769, 0.561348, 39
1779, 0.564336, 39
1789, 0.567452, 47
1799, 0.570540, 37
1809, 0.573640, 38
1819, 0.576724, 37
1829, 0.579840, 43
1839, 0.582908, 40
1849, 0.586016, 39
1859, 0.589068, 41
1869, 0.592140, 40
1879, 0.595280, 2501
1889, 0.598312, 134
1899, 0.601348, 51
1909, 0.604404, 44
1919, 0.607484, 42
