Step, Coverage [%], Step time [ns]
9, 0.000181, 23
19, 0.000761, 11
29, 0.001705, 11
39, 0.002801, 11
49, 0.003732, 11
59, 0.004598, 11
69, 0.005491, 11
79, 0.006350, 11
89, 0.007204, 11
99, 0.008059, 11
109, 0.008899, 11
119, 0.009774, 11
129, 0.010604, 11
139, 0.011427, 12
149, 0.012288, 17
159, 0.013118, 12
169, 0.013953, 12
179, 0.014778, 12
189, 0.015616, 12
199, 0.016471, 12
209, 0.017304, 12
219, 0.018128, 12
229, 0.018943, 12
239, 0.019779, 12
249, 0.020610, 12
259, 0.021428, 12
269, 0.022262, 12
279, 0.023073, 12
289, 0.023885, 12
299, 0.024687, 12
309, 0.025506, 12
319, 0.026325, 12
329, 0.027132, 12
339, 0.027960, 13
349, 0.028771, 13
359, 0.029571, 662
369, 0.030386, 1955
379, 0.031193, 162
389, 0.031999, 18
399, 0.032809, 18
409, 0.033625, 20
419, 0.034440, 19
429, 0.035231, 19
439, 0.036027, 19
449, 0.036822, 31
459, 0.037633, 16
469, 0.038444, 15
479, 0.039230, 14
489, 0.040013, 15
499, 0.040814, 15
509, 0.041624, 15
519, 0.042426, 15
529, 0.043230, 15
539, 0.044039, 15
549, 0.044866, 20
559, 0.045663, 15
569, 0.046490, 15
579, 0.047299, 15
589, 0.048080, 15
599, 0.048880, 15
609, 0.049671, 15
619, 0.050467, 15
629, 0.051264, 15
639, 0.052072, 15
649, 0.052856, 15
659, 0.053646, 15
669, 0.054438, 15
679, 0.055212, 15
689, 0.056027, 15
699, 0.056820, 15
709, 0.057592, 15
719, 0.058388, 16
729, 0.059170, 16
739, 0.059951, 16
749, 0.060737, 16
759, 0.061546, 16
769, 0.062324, 16
779, 0.063093, 16
789, 0.063905, 16
799, 0.064701, 16
809, 0.065498, 16
819, 0.066292, 16
829, 0.067092, 16
839, 0.067906, 16
849, 0.068688, 16
859, 0.069473, 16
869, 0.070282, 16
879, 0.071059, 16
889, 0.071867, 16
899, 0.072660, 16
909, 0.073455, 16
919, 0.074239, 16
929, 0.075017, 16
939, 0.075801, 16
949, 0.076573, 16
959, 0.077368, 16
969, 0.078150, 16
979, 0.078933, 16
989, 0.079703, 16
999, 0.080465, 16
1009, 0.081252, 16
1019, 0.082050, 16
1029, 0.082824, 16
1039, 0.083600, 16
1049, 0.084403, 16
1059, 0.085194, 16
1069, 0.085985, 16
1079, 0.086749, 16
1089, 0.087548, 16
1099, 0.088335, 17
1109, 0.089118, 17
1119, 0.089890, 17
1129, 0.090672, 17
1139, 0.091444, 17
1149, 0.092223, 17
1159, 0.092995, 17
1169, 0.093771, 17
1179, 0.094565, 17
1189, 0.095326, 17
1199, 0.096118, 17
1209, 0.096886, 17
1219, 0.097656, 17
1229, 0.098437, 17
1239, 0.099211, 17
1249, 0.099988, 17
1259, 0.100777, 17
1269, 0.101544, 18
1279, 0.102321, 17
1289, 0.103105, 18
1299, 0.103894, 18
1309, 0.104674, 18
1319, 0.105468, 18
1329, 0.106250, 18
1339, 0.107022, 18
1349, 0.107825, 18
1359, 0.108600, 18
1369, 0.109371, 18
1379, 0.110151, 18
1389, 0.110926, 18
1399, 0.111704, 18
1409, 0.112477, 18
1419, 0.113249, 18
1429, 0.114033, 18
1439, 0.114821, 18
1449, 0.115608, 18
1459, 0.116393, 18
1469, 0.117178, 18
1479, 0.117971, 2639
1489, 0.118720, 38
1499, 0.119510, 125
1509, 0.120281, 23
1519, 0.121062, 21
1529, 0.121834, 20
1539, 0.122605, 20
1549, 0.123369, 20
1559, 0.124131, 20
1569, 0.124911, 20
1579, 0.125673, 20
1589, 0.126434, 20
1599, 0.127204, 20
1609, 0.127983, 20
