Step, Coverage [%], Step time [ns]
9, 0.000181, 32
19, 0.000761, 25
29, 0.001705, 23
39, 0.002801, 31
49, 0.003732, 20
59, 0.004598, 21
69, 0.005491, 20
79, 0.006350, 25
89, 0.007204, 20
99, 0.008059, 25
109, 0.008899, 51
119, 0.009774, 20
129, 0.010604, 21
139, 0.011427, 29
149, 0.012288, 21
159, 0.013118, 24
169, 0.013953, 25
179, 0.014778, 22
189, 0.015616, 27
199, 0.016471, 23
209, 0.017304, 22
219, 0.018128, 22
229, 0.018943, 21
239, 0.019779, 24
249, 0.020610, 26
259, 0.021428, 22
269, 0.022262, 22
279, 0.023073, 22
289, 0.023885, 22
299, 0.024687, 27
309, 0.025506, 23
319, 0.026325, 22
329, 0.027132, 21
339, 0.027960, 21
349, 0.028771, 21
359, 0.029571, 21
369, 0.030386, 28
379, 0.031193, 21
389, 0.031999, 21
399, 0.032809, 21
409, 0.033625, 22
419, 0.034440, 22
429, 0.035231, 19
439, 0.036027, 21
449, 0.036822, 21
459, 0.037633, 29
469, 0.038444, 21
479, 0.039230, 21
489, 0.040013, 21
499, 0.040814, 22
509, 0.041624, 22
519, 0.042426, 21
529, 0.043230, 18
539, 0.044039, 23
549, 0.044866, 23
559, 0.045663, 16
569, 0.046490, 27
579, 0.047299, 19
589, 0.048080, 21
599, 0.048880, 22
609, 0.049671, 19
619, 0.050467, 21
629, 0.051264, 21
639, 0.052072, 24
649, 0.052856, 38
659, 0.053646, 24
669, 0.054438, 17
679, 0.055212, 40
689, 0.056027, 31
699, 0.056820, 26
709, 0.057592, 21
719, 0.058388, 23
729, 0.059170, 30
739, 0.059951, 26
749, 0.060737, 22
759, 0.061546, 19
769, 0.062324, 19
779, 0.063093, 25
789, 0.063905, 24
799, 0.064701, 21
809, 0.065498, 27
819, 0.066292, 19
829, 0.067092, 22
839, 0.067906, 23
849, 0.068688, 23
859, 0.069473, 21
869, 0.070282, 21
879, 0.071059, 20
889, 0.071867, 34
899, 0.072660, 23
909, 0.073455, 23
919, 0.074239, 21
929, 0.075017, 21
939, 0.075801, 23
949, 0.076573, 21
959, 0.077368, 26
969, 0.078150, 26
979, 0.078933, 22
989, 0.079703, 21
999, 0.080465, 23
1009, 0.081252, 21
1019, 0.082050, 25
1029, 0.082824, 23
1039, 0.083600, 24
1049, 0.084403, 27
1059, 0.085194, 28
1069, 0.085985, 24
1079, 0.086749, 25
1089, 0.087548, 47
1099, 0.088335, 24
1109, 0.089118, 24
1119, 0.089890, 28
1129, 0.090672, 28
1139, 0.091444, 31
1149, 0.092223, 29
1159, 0.092995, 25
1169, 0.093771, 32
1179, 0.094565, 24
1189, 0.095326, 26
1199, 0.096118, 27
1209, 0.096886, 25
1219, 0.097656, 35
1229, 0.098437, 25
1239, 0.099211, 26
1249, 0.099988, 26
1259, 0.100777, 45
1269, 0.101544, 24
1279, 0.102321, 36
1289, 0.103105, 24
1299, 0.103894, 27
1309, 0.104674, 29
1319, 0.105468, 37
1329, 0.106250, 25
1339, 0.107022, 35
1349, 0.107825, 36
1359, 0.108600, 27
