Step, Coverage [%], Step time [ns]
9, 0.000181, 14
19, 0.000761, 8
29, 0.001705, 12
39, 0.002801, 8
49, 0.003732, 16
59, 0.004598, 11
69, 0.005491, 8
79, 0.006350, 11
89, 0.007204, 8
99, 0.008059, 11
109, 0.008899, 8
119, 0.009774, 11
129, 0.010604, 8
139, 0.011427, 14
149, 0.012288, 9
159, 0.013118, 12
169, 0.013953, 8
179, 0.014778, 14
189, 0.015616, 15
199, 0.016471, 8
209, 0.017304, 12
219, 0.018128, 8
229, 0.018943, 14
239, 0.019779, 12
249, 0.020610, 9
259, 0.021428, 11
269, 0.022262, 9
279, 0.023073, 14
289, 0.023885, 12
299, 0.024687, 9
309, 0.025506, 11
319, 0.026325, 8
329, 0.027132, 15
339, 0.027960, 9
349, 0.028771, 12
359, 0.029571, 9
369, 0.030386, 11
379, 0.031193, 9
389, 0.031999, 14
399, 0.032809, 12
409, 0.033625, 9
419, 0.034440, 11
429, 0.035231, 9
439, 0.036027, 11
449, 0.036822, 9
459, 0.037633, 13
469, 0.038444, 16
479, 0.039230, 9
489, 0.040013, 23
499, 0.040814, 9
509, 0.041624, 13
519, 0.042426, 9
529, 0.043230, 12
539, 0.044039, 9
549, 0.044866, 12
559, 0.045663, 9
569, 0.046490, 12
579, 0.047299, 12
589, 0.048080, 9
599, 0.048880, 12
609, 0.049671, 9
619, 0.050467, 12
629, 0.051264, 23
639, 0.052072, 10
649, 0.052856, 10
659, 0.053646, 9
669, 0.054438, 12
679, 0.055212, 15
689, 0.056027, 10
699, 0.056820, 13
709, 0.057592, 15
719, 0.058388, 10
729, 0.059170, 13
739, 0.059951, 12
749, 0.060737, 10
759, 0.061546, 12
769, 0.062324, 10
779, 0.063093, 12
789, 0.063905, 10
799, 0.064701, 15
809, 0.065498, 14
819, 0.066292, 14
829, 0.067092, 10
839, 0.067906, 12
849, 0.068688, 10
859, 0.069473, 13
869, 0.070282, 13
879, 0.071059, 10
889, 0.071867, 14
899, 0.072660, 13
909, 0.073455, 10
919, 0.074239, 14
929, 0.075017, 10
939, 0.075801, 14
949, 0.076573, 13
959, 0.077368, 10
969, 0.078150, 13
979, 0.078933, 16
989, 0.079703, 10
999, 0.080465, 13
1009, 0.081252, 13
1019, 0.082050, 10
1029, 0.082824, 13
1039, 0.083600, 11
1049, 0.084403, 14
1059, 0.085194, 16
1069, 0.085985, 15
1079, 0.086749, 11
1089, 0.087548, 14
1099, 0.088335, 14
1109, 0.089118, 11
