Step, Coverage [%], Step time [ns], Transition time [ns], Find ac time [ns]
9, 0.000724, 43887413, 2196855, 1166569, 0
19, 0.003044, 30314064, 2529637, 1152118, 0
29, 0.006820, 26473054, 1607617, 1152999, 0
39, 0.011204, 42039612, 2246280, 1147119, 0
49, 0.014928, 38420730, 2939442, 1140409, 0
59, 0.018392, 45196569, 3543902, 1147502, 0
69, 0.021964, 54903310, 3846116, 5844522, 0
79, 0.025400, 53179564, 4436425, 1127925, 0
89, 0.028816, 59098370, 5019414, 1136918, 0
99, 0.032236, 69541984, 5386702, 1139160, 0
109, 0.035596, 67667629, 5953644, 1135862, 0
119, 0.039096, 73184447, 6459850, 1137706, 0
129, 0.042416, 78659298, 6983424, 1134128, 0
139, 0.045708, 83933392, 7503182, 1128796, 0
149, 0.049152, 89487649, 8263898, 1151237, 0
159, 0.052472, 94534999, 8643398, 1131416, 0
169, 0.055812, 100218381, 9173231, 1139330, 0
179, 0.059112, 105015869, 9622701, 1136538, 0
189, 0.062464, 110294276, 10237540, 1139451, 0
199, 0.065884, 116210333, 10746633, 1141313, 0
209, 0.069216, 120808522, 11233902, 1152413, 0
219, 0.072512, 126565354, 11842013, 1153050, 0
229, 0.075772, 131713478, 12353092, 1153863, 0
239, 0.079116, 137380621, 12899772, 1142350, 0
249, 0.082440, 142770620, 13547892, 1155245, 0
259, 0.085712, 150135432, 13917302, 2917404, 0
269, 0.089048, 155297001, 14442050, 1160849, 0
279, 0.092292, 165418486, 14951316, 3751385, 0
289, 0.095540, 167007386, 15660755, 1167932, 0
299, 0.098748, 180860748, 16227076, 1164975, 0
309, 0.102024, 197857929, 16930233, 2679323, 0
319, 0.105300, 201330028, 17738336, 2294412, 0
329, 0.108528, 202568921, 18376746, 1167581, 0
339, 0.111840, 198317967, 18860506, 1175804, 0
349, 0.115084, 207729294, 19709920, 4044600, 0
359, 0.118284, 210394301, 20199926, 1155167, 0
369, 0.121544, 223210536, 20820271, 1176260, 0
379, 0.124772, 226589205, 21747708, 1162889, 0
389, 0.127996, 237392794, 22575547, 1190960, 0
