Step, Coverage [%], Step time [ns], Transition time [ns], Find ac time [ns]
9, 0.000724, 23284028, 28688, 1762999, 10604964
19, 0.003044, 22836645, 66742, 1762285, 10604964
29, 0.006820, 31135005, 103790, 3489484, 10604964
39, 0.011204, 24287517, 140698, 1762716, 10604964
49, 0.014928, 24225363, 178564, 1767764, 10604964
59, 0.018392, 24153820, 206714, 1766619, 10604964
69, 0.021964, 28427170, 244887, 4523730, 10604964
79, 0.025400, 24837622, 276912, 1764223, 10604964
89, 0.028816, 24546850, 308219, 1767654, 10604964
99, 0.032236, 29962116, 339181, 3877087, 10604964
109, 0.035596, 33599937, 369290, 9299090, 10604964
119, 0.039096, 28542310, 408688, 1784445, 10604964
129, 0.042416, 27040832, 441568, 1780447, 10604964
139, 0.045708, 31278271, 477200, 3778314, 10604964
149, 0.049152, 27673859, 508306, 1835078, 10604964
159, 0.052472, 30160861, 537463, 1844031, 10604964
169, 0.055812, 40705786, 570537, 1776844, 10604964
179, 0.059112, 30368361, 604215, 1794968, 10604964
189, 0.062464, 36646757, 634445, 4422320, 10604964
199, 0.065884, 30913563, 671505, 3912924, 10604964
209, 0.069216, 31375623, 706857, 1816123, 10604964
219, 0.072512, 37817921, 740551, 4660025, 10604964
229, 0.075772, 38565486, 773822, 3848506, 10604964
239, 0.079116, 37688104, 813954, 1929329, 10604964
249, 0.082440, 36446771, 845539, 1908228, 10604964
259, 0.085712, 35000634, 879464, 1864483, 10604964
269, 0.089048, 42209383, 934879, 4283679, 10604964
279, 0.092292, 35444291, 950492, 1928463, 10604964
289, 0.095540, 35525134, 978632, 3205171, 10604964
299, 0.098748, 40441911, 1015653, 3767272, 10604964
309, 0.102024, 39731984, 1050106, 3691310, 10604964
319, 0.105300, 37170686, 1082747, 1890860, 10604964
329, 0.108528, 45961533, 1114190, 7498030, 10604964
339, 0.111840, 37177548, 1141913, 3575779, 10604964
349, 0.115084, 35762197, 1173919, 1922650, 10604964
359, 0.118284, 39501482, 1204605, 1843597, 10604964
369, 0.121544, 45269195, 1237663, 3763276, 10604964
379, 0.124772, 40963970, 1275376, 3778207, 10604964
389, 0.127996, 44930977, 1304456, 1843487, 10604964
399, 0.131236, 40704290, 1331429, 1855702, 10604964
409, 0.134500, 40361722, 1364833, 1851343, 10604964
419, 0.137760, 40892180, 1402382, 1853941, 10604964
429, 0.140924, 45407077, 1437028, 4157118, 10604964
439, 0.144108, 38826582, 1469654, 3966703, 10604964
449, 0.147288, 44367772, 1500055, 1858857, 10604964
459, 0.150532, 46025538, 1517533, 3642098, 10604964
469, 0.153776, 43179474, 1557065, 1870650, 10604964
479, 0.156920, 46756036, 1591941, 4175620, 10604964
489, 0.160052, 46642469, 1619241, 1857205, 10604964
499, 0.163256, 47953217, 1650197, 6935746, 10604964
509, 0.166496, 46314497, 1692192, 4246083, 10604964
519, 0.169704, 50451881, 1730791, 2579276, 10604964
529, 0.172920, 46299597, 1758458, 1972528, 10604964
539, 0.176156, 47845685, 1792334, 1872954, 10604964
549, 0.179464, 49268253, 1829421, 6535570, 10604964
559, 0.182652, 50726705, 1857498, 1872722, 10604964
569, 0.185960, 50718568, 1886453, 1881316, 10604964
579, 0.189196, 44453675, 1911355, 1884012, 10604964
589, 0.192320, 46370447, 1942354, 1882500, 10604964
599, 0.195520, 50093850, 1987320, 1886625, 10604964
609, 0.198684, 49454152, 2030882, 1889047, 10604964
619, 0.201868, 51913897, 2069201, 2713302, 10604964
629, 0.205056, 55073080, 2100143, 4716309, 10604964
639, 0.208288, 50411714, 2121404, 4288405, 10604964
649, 0.211424, 54731515, 2156021, 1885787, 10604964
659, 0.214584, 63957716, 2181452, 1895296, 10604964
669, 0.217752, 52428464, 2220791, 6693070, 10604964
679, 0.220848, 59059844, 2266750, 6379797, 10604964
689, 0.224108, 52576136, 2324431, 1888363, 10604964
699, 0.227280, 75475707, 2377489, 4155999, 10604964
709, 0.230368, 55815184, 2400272, 1898229, 10604964
719, 0.233552, 67274327, 2348323, 5125044, 10604964
729, 0.236680, 56351631, 2370624, 3901342, 10604964
739, 0.239804, 51377120, 2408393, 3439296, 10604964
749, 0.242948, 54177867, 2443036, 1888451, 10604964
759, 0.246184, 55974041, 2493716, 4004419, 10604964
769, 0.249296, 60210998, 2538535, 2708718, 10604964
779, 0.252372, 61013030, 2572149, 4005896, 10604964
789, 0.255620, 61658656, 2605765, 6427672, 10604964
799, 0.258804, 59198278, 2639142, 3627775, 10604964
809, 0.261992, 60056942, 2690228, 3366737, 10604964
819, 0.265168, 58384541, 2727801, 4038988, 10604964
829, 0.268368, 61233476, 2753706, 2765802, 10604964
839, 0.271624, 64264425, 2805125, 1923530, 10604964
849, 0.274752, 56993121, 2848209, 1932769, 10604964
859, 0.277892, 58573597, 2893414, 3292489, 10604964
869, 0.281128, 65407279, 2937373, 1925462, 10604964
879, 0.284236, 67338307, 2974007, 4171826, 10604964
889, 0.287468, 67267176, 3043349, 3447285, 10604964
899, 0.290640, 64097413, 3065554, 6202915, 10604964
909, 0.293820, 64214569, 3119208, 1944413, 10604964
919, 0.296956, 68450427, 3178839, 4550719, 10604964
929, 0.300068, 67368376, 3208979, 2713905, 10604964
939, 0.303204, 64928599, 3237603, 1947058, 10604964
949, 0.306292, 73974169, 3298949, 3586407, 10604964
959, 0.309472, 72042354, 3301228, 4351218, 10604964
969, 0.312600, 74087625, 3332410, 5476053, 10604964
979, 0.315732, 80192724, 3363841, 2039154, 10604964
989, 0.318812, 69459994, 3406757, 4927103, 10604964
999, 0.321860, 64809747, 3433246, 1957273, 10604964
1009, 0.325008, 81560757, 3464244, 4167974, 10604964
1019, 0.328200, 62067655, 3493387, 4102864, 10604964
1029, 0.331296, 62479940, 3454954, 1948827, 10604964
1039, 0.334400, 64483141, 3520123, 1970700, 10604964
1049, 0.337612, 72571473, 3575130, 6764390, 10604964
1059, 0.340776, 73824773, 3576160, 1961595, 10604964
1069, 0.343940, 61613498, 3592941, 1961312, 10604964
1079, 0.346996, 72014939, 3627121, 1969528, 10604964
1089, 0.350192, 61680029, 3657221, 1963703, 10604964
1099, 0.353340, 64910449, 3688592, 1959092, 10604964
1109, 0.356472, 80909158, 3729971, 1976205, 10604964
1119, 0.359560, 70710331, 3756817, 4448324, 10604964
1129, 0.362688, 71671933, 3708744, 2040312, 10604964
1139, 0.365776, 73091991, 3746145, 1960952, 10604964
1149, 0.368892, 68476317, 3747191, 1966877, 10604964
1159, 0.371980, 68025452, 3778313, 5055655, 10604964
1169, 0.375084, 65047022, 3812252, 1971173, 10604964
1179, 0.378260, 75235590, 3831972, 4894700, 10604964
1189, 0.381304, 67364984, 3884237, 1973366, 10604964
1199, 0.384472, 81867732, 3899052, 1967894, 10604964
1209, 0.387544, 83231546, 3932696, 1962005, 10604964
1219, 0.390624, 91953840, 3940328, 7259977, 10604964
1229, 0.393748, 80113780, 3967390, 7921246, 10604964
1239, 0.396844, 70621295, 4010162, 1971643, 10604964
1249, 0.399952, 74116152, 4030353, 7298021, 10604964
1259, 0.403108, 69214098, 4057698, 1975946, 10604964
1269, 0.406176, 75307752, 4113467, 2054250, 10604964
1279, 0.409284, 73840992, 4172058, 6148968, 10604964
1289, 0.412420, 74085726, 4180409, 3563647, 10604964
1299, 0.415576, 66796061, 4202114, 1991467, 10604964
1309, 0.418696, 102188573, 4217492, 13535708, 10604964
1319, 0.421872, 80892612, 4245852, 3886732, 10604964
1329, 0.425000, 88700416, 4244451, 6753844, 10604964
1339, 0.428088, 84775169, 4291679, 11639641, 10604964
1349, 0.431300, 88532864, 4320465, 3173451, 10604964
1359, 0.434400, 75153961, 4345823, 1988936, 10604964
1369, 0.437484, 86265724, 4356400, 2004768, 10604964
1379, 0.440604, 81907676, 4391792, 2062085, 10604964
1389, 0.443704, 103340797, 4430149, 5263770, 10604964
1399, 0.446816, 76563986, 4480401, 1999919, 10604964
1409, 0.449908, 96893596, 4623046, 9280696, 10604964
1419, 0.452996, 89249967, 4689726, 4537943, 10604964
1429, 0.456132, 88859430, 4629590, 3851622, 10604964
1439, 0.459284, 72391880, 4669138, 2020381, 10604964
1449, 0.462432, 115262790, 4710399, 4161459, 10604964
1459, 0.465572, 90236539, 4680941, 5495096, 10604964
1469, 0.468712, 94584389, 4725352, 2230330, 10604964
1479, 0.471884, 113476426, 4823884, 16961054, 10604964
