Step, Coverage [%], Step time [ns], Transition time [ns], Find ac time [ns]
9, 0.000000, 63654245, 5260998, 0, 0
19, 0.000000, 52677742, 5266062, 0, 0
29, 0.000000, 48071113, 4803859, 0, 0
39, 0.000000, 47979735, 4804738, 0, 0
49, 0.000000, 47938704, 4785540, 0, 0
59, 0.000000, 46690036, 4337934, 0, 0
69, 0.000000, 43381175, 4345086, 0, 0
79, 0.000000, 43414121, 4344049, 0, 0
89, 0.000000, 43369352, 4336518, 0, 0
99, 0.000000, 42364384, 4130114, 0, 0
109, 0.000000, 41289170, 4134905, 0, 0
119, 0.000000, 41320220, 4129145, 0, 0
129, 0.000000, 41308067, 4129145, 0, 0
139, 0.000000, 41275196, 4128732, 0, 0
149, 0.000000, 41298222, 4131027, 0, 0
159, 0.000000, 41286027, 4125874, 0, 0
169, 0.000000, 41288801, 4129258, 0, 0
179, 0.000000, 41295158, 4125581, 0, 0
189, 0.000000, 41279363, 4127013, 0, 0
199, 0.000000, 41295681, 4130538, 0, 0
209, 0.000000, 41292789, 4128587, 0, 0
219, 0.000000, 41317458, 4126699, 0, 0
229, 0.000000, 41296917, 4127518, 0, 0
239, 0.000000, 41255031, 4121876, 0, 0
249, 0.000000, 41266519, 4133293, 0, 0
259, 0.000000, 41263869, 4123237, 0, 0
269, 0.000000, 41254808, 4126760, 0, 0
279, 0.000000, 41278485, 4123445, 0, 0
289, 0.000000, 41273813, 4134424, 0, 0
299, 0.000000, 41299306, 4134754, 0, 0
309, 0.000000, 41340826, 4136801, 0, 0
319, 0.000000, 41288527, 4123575, 0, 0
329, 0.000000, 41267141, 4119324, 0, 0
339, 0.000000, 41269563, 4140123, 0, 0
349, 0.000000, 41264656, 4125120, 0, 0
359, 0.000000, 41277217, 4134991, 0, 0
369, 0.000000, 41291368, 4131771, 0, 0
379, 0.000000, 41290826, 4121342, 0, 0
389, 0.000000, 41308212, 4126331, 0, 0
399, 0.000000, 41277291, 4137232, 0, 0
409, 0.000000, 41253816, 4121020, 0, 0
419, 0.000000, 41295818, 4123654, 0, 0
429, 0.000000, 41283394, 4124418, 0, 0
439, 0.000000, 41281954, 4136326, 0, 0
449, 0.000000, 41250311, 4119605, 0, 0
459, 0.000000, 41263266, 4121483, 0, 0
469, 0.000000, 41283883, 4134049, 0, 0
479, 0.000000, 41292034, 4119943, 0, 0
489, 0.000000, 41237307, 4131180, 0, 0
499, 0.000000, 41239609, 4127914, 0, 0
509, 0.000000, 41258753, 4125086, 0, 0
519, 0.000000, 41272140, 4131647, 0, 0
529, 0.000000, 41261595, 4126535, 0, 0
539, 0.000000, 41263787, 4131231, 0, 0
549, 0.000000, 41322783, 4130040, 0, 0
559, 0.000000, 41270307, 4130354, 0, 0
569, 0.000000, 41249531, 4121444, 0, 0
579, 0.000000, 41256999, 4119621, 0, 0
589, 0.000000, 41293455, 4121064, 0, 0
599, 0.000000, 41203833, 4120758, 0, 0
609, 0.000000, 41220701, 4124093, 0, 0
619, 0.000000, 41224705, 4124739, 0, 0
629, 0.000000, 41228488, 4120729, 0, 0
639, 0.000000, 41256216, 4126515, 0, 0
649, 0.000000, 41232299, 4118209, 0, 0
659, 0.000000, 41273757, 4110087, 0, 0
669, 0.000000, 41235257, 4126421, 0, 0
679, 0.000000, 41204570, 4116001, 0, 0
689, 0.000000, 41206731, 4120202, 0, 0
699, 0.000000, 41227263, 4119437, 0, 0
709, 0.000000, 41205199, 4125768, 0, 0
719, 0.000000, 41254421, 4117666, 0, 0
729, 0.000000, 41201696, 4128149, 0, 0
739, 0.000000, 41263487, 4141496, 0, 0
749, 0.000000, 41232906, 4128367, 0, 0
759, 0.000000, 41239056, 4143902, 0, 0
769, 0.000000, 41224511, 4115345, 0, 0
779, 0.000000, 41209271, 4112021, 0, 0
789, 0.000000, 41212295, 4120257, 0, 0
799, 0.000000, 41222917, 4110810, 0, 0
809, 0.000000, 41221706, 4122939, 0, 0
819, 0.000000, 41231849, 4112774, 0, 0
829, 0.000000, 41243032, 4114146, 0, 0
839, 0.000000, 41236937, 4119807, 0, 0
849, 0.000000, 41175134, 4115685, 0, 0
859, 0.000000, 41194159, 4112997, 0, 0
869, 0.000000, 41189193, 4121362, 0, 0
879, 0.000000, 41195572, 4114722, 0, 0
889, 0.000000, 41206265, 4119780, 0, 0
899, 0.000000, 41165999, 4111064, 0, 0
909, 0.000000, 41143361, 4115451, 0, 0
919, 0.000000, 41186830, 4118406, 0, 0
929, 0.000000, 41205173, 4118050, 0, 0
939, 0.000000, 41188844, 4117705, 0, 0
949, 0.000000, 41185052, 4115484, 0, 0
959, 0.000000, 41220235, 4114352, 0, 0
969, 0.000000, 41143873, 4114782, 0, 0
979, 0.000000, 41164904, 4111165, 0, 0
989, 0.000000, 41173510, 4115355, 0, 0
999, 0.000000, 41225822, 4119922, 0, 0
1009, 0.000000, 41205447, 4111288, 0, 0
1019, 0.000000, 41214489, 4114470, 0, 0
1029, 0.000000, 41169343, 4119534, 0, 0
1039, 0.000000, 41149011, 4122109, 0, 0
1049, 0.000000, 41138662, 4107519, 0, 0
1059, 0.000000, 41146563, 4099177, 0, 0
1069, 0.000000, 41178886, 4122716, 0, 0
1079, 0.000000, 41163115, 4123464, 0, 0
1089, 0.000000, 41199424, 4122117, 0, 0
1099, 0.000000, 41232273, 4119166, 0, 0
1109, 0.000000, 41173392, 4121709, 0, 0
1119, 0.000000, 41157927, 4112452, 0, 0
1129, 0.000000, 41204079, 4119058, 0, 0
1139, 0.000000, 41162058, 4120135, 0, 0
1149, 0.000000, 41158822, 4112181, 0, 0
1159, 0.000000, 41133698, 4111396, 0, 0
1169, 0.000000, 41148426, 4114435, 0, 0
1179, 0.000000, 41157268, 4116967, 0, 0
1189, 0.000000, 41148166, 4117307, 0, 0
1199, 0.000000, 41123917, 4105868, 0, 0
1209, 0.000000, 41128554, 4114602, 0, 0
1219, 0.000000, 41189548, 4137293, 0, 0
1229, 0.000000, 41363376, 4138227, 0, 0
1239, 0.000000, 41358544, 4140650, 0, 0
1249, 0.000000, 41309591, 4128086, 0, 0
1259, 0.000000, 41649784, 4182725, 0, 0
1269, 0.000000, 41710034, 4168382, 0, 0
1279, 0.000000, 41821074, 4171009, 0, 0
1289, 0.000000, 41647944, 4160484, 0, 0
1299, 0.000000, 41753695, 4198170, 0, 0
1309, 0.000000, 41950457, 4187969, 0, 0
1319, 0.000000, 41937489, 4191217, 0, 0
1329, 0.000000, 41954012, 4193886, 0, 0
1339, 0.000000, 41989759, 4231926, 0, 0
1349, 0.000000, 42270885, 4227091, 0, 0
1359, 0.000000, 42275454, 4231384, 0, 0
1369, 0.000000, 42217722, 4218172, 0, 0
1379, 0.000000, 42498280, 4252231, 0, 0
1389, 0.000000, 42513119, 4255231, 0, 0
1399, 0.000000, 42654861, 4285622, 0, 0
1409, 0.000000, 42849423, 4288595, 0, 0
1419, 0.000000, 42888507, 4294115, 0, 0
1429, 0.000000, 42842298, 4319567, 0, 0
1439, 0.000000, 43193390, 4321880, 0, 0
1449, 0.000000, 43266624, 4350092, 0, 0
1459, 0.000000, 43530479, 4364972, 0, 0
1469, 0.000000, 43551070, 4344625, 0, 0
1479, 0.000000, 43819037, 4393712, 0, 0
1489, 0.000000, 43815641, 4381980, 0, 0
1499, 0.000000, 43493276, 4341764, 0, 0
1509, 0.000000, 43405827, 4350244, 0, 0
1519, 0.000000, 43489733, 4352541, 0, 0
1529, 0.000000, 43509341, 4350356, 0, 0
1539, 0.000000, 43375978, 4326051, 0, 0
1549, 0.000000, 43152190, 4275214, 0, 0
1559, 0.000000, 42854264, 4284505, 0, 0
1569, 0.000000, 42849158, 4273743, 0, 0
1579, 0.000000, 42754808, 4273662, 0, 0
1589, 0.000000, 42562458, 4229567, 0, 0
1599, 0.000000, 42254429, 4220742, 0, 0
1609, 0.000000, 42216925, 4230669, 0, 0
1619, 0.000000, 42182510, 4225360, 0, 0
1629, 0.000000, 42155780, 4212063, 0, 0
1639, 0.000000, 42172256, 4224680, 0, 0
1649, 0.000000, 42377932, 4250250, 0, 0
1659, 0.000000, 42524095, 4249631, 0, 0
1669, 0.000000, 42516432, 4241941, 0, 0
1679, 0.000000, 42753280, 4277432, 0, 0
1689, 0.000000, 42813044, 4279049, 0, 0
1699, 0.000000, 42773256, 4269472, 0, 0
1709, 0.000000, 42717756, 4272289, 0, 0
1719, 0.000000, 42761325, 4273022, 0, 0
1729, 0.000000, 42805746, 4310581, 0, 0
