Step, Coverage [%], Step time [ns], Transition time [ns], Find ac time [ns]
9, 0.000000, 61770744, 5022585, 0, 0
19, 0.000000, 50015557, 5034219, 0, 0
29, 0.000000, 49216231, 4567180, 0, 0
39, 0.000000, 45479126, 4564617, 0, 0
49, 0.000000, 45436967, 4561651, 0, 0
59, 0.000000, 45263116, 4555236, 0, 0
69, 0.000000, 43254080, 4137281, 0, 0
79, 0.000000, 41284940, 4144035, 0, 0
89, 0.000000, 41269070, 4125452, 0, 0
99, 0.000000, 41276376, 4146716, 0, 0
109, 0.000000, 40914946, 4015535, 0, 0
119, 0.000000, 40012233, 4006337, 0, 0
129, 0.000000, 40065105, 4018800, 0, 0
139, 0.000000, 40043468, 4025716, 0, 0
149, 0.000000, 39947549, 3945951, 0, 0
159, 0.000000, 39264466, 3929231, 0, 0
169, 0.000000, 39323291, 3938862, 0, 0
179, 0.000000, 39325167, 3949049, 0, 0
189, 0.000000, 39286746, 3930003, 0, 0
199, 0.000000, 39252238, 3941846, 0, 0
209, 0.000000, 39255158, 3947984, 0, 0
219, 0.000000, 39278630, 3937764, 0, 0
229, 0.000000, 39283221, 3938781, 0, 0
239, 0.000000, 39305642, 3958483, 0, 0
249, 0.000000, 39310880, 3957067, 0, 0
259, 0.000000, 39235392, 3949358, 0, 0
269, 0.000000, 39277864, 3940615, 0, 0
279, 0.000000, 39286748, 3946657, 0, 0
289, 0.000000, 39283377, 3942952, 0, 0
299, 0.000000, 39259873, 3938832, 0, 0
309, 0.000000, 39244843, 3935778, 0, 0
319, 0.000000, 39272347, 3935436, 0, 0
329, 0.000000, 39273704, 3952464, 0, 0
339, 0.000000, 39297788, 3936708, 0, 0
349, 0.000000, 39219534, 3936680, 0, 0
359, 0.000000, 39248200, 3936508, 0, 0
369, 0.000000, 39294764, 3936278, 0, 0
379, 0.000000, 39267347, 3948231, 0, 0
389, 0.000000, 39234724, 3939769, 0, 0
399, 0.000000, 39252221, 3937470, 0, 0
409, 0.000000, 39270812, 3946208, 0, 0
419, 0.000000, 39259196, 3945456, 0, 0
429, 0.000000, 39260755, 3940433, 0, 0
439, 0.000000, 39300881, 3931382, 0, 0
449, 0.000000, 39278129, 3944038, 0, 0
459, 0.000000, 39470637, 3962544, 0, 0
469, 0.000000, 39477664, 3958292, 0, 0
479, 0.000000, 39435158, 3948945, 0, 0
489, 0.000000, 39619183, 3989844, 0, 0
499, 0.000000, 39944964, 4007345, 0, 0
509, 0.000000, 39869968, 4003445, 0, 0
519, 0.000000, 39796081, 4001847, 0, 0
529, 0.000000, 39805134, 3991155, 0, 0
539, 0.000000, 39922341, 4014352, 0, 0
549, 0.000000, 40049921, 4013317, 0, 0
559, 0.000000, 40110084, 4015799, 0, 0
569, 0.000000, 40037379, 4026037, 0, 0
579, 0.000000, 40090810, 4016532, 0, 0
589, 0.000000, 40208757, 4052135, 0, 0
599, 0.000000, 40392583, 4061864, 0, 0
609, 0.000000, 40376651, 4044092, 0, 0
619, 0.000000, 40317345, 4050273, 0, 0
629, 0.000000, 40328225, 4040210, 0, 0
639, 0.000000, 40702448, 4097523, 0, 0
649, 0.000000, 40664849, 4093098, 0, 0
